_costPrice,_carriage,_carriageKnown,_profit,_marginPct,_supplier,_supplierSku,_marketplacePermitted,_stockQty,_photoCount,Title,Description,KaikuCategory,eBayCategoryID,ConditionID,StartPrice,Quantity,Format,Duration,Location,PostalCode,HandlingTimeDays,CustomLabel,EAN,MPN,C:Brand,C:Colour,C:Material,C:Room,C:Style,C:Length,C:Width,C:Height,C:Unit,C:Weight,PicURLs
21.60,2.99,yes,14.61,36.5,"AW Dropship","",NOT PERMITTED — ask supplier,39,3,"Albasia wood Large Brown Wooden Storage Tub 45x45cm","<p>A brown Albasia wood storage tub, 45 x 45 x 32cm and 1.55kg.</p><ul><li>Dimensions: 45 x 45 x 32 cm</li><li>Weight: 1.55kg</li><li>Material: Albasia wood, Wood</li><li>Colour: Brown, Whitewash, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",rustic-reclaimed-furniture,FILL,1000,40.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-RECL-BROWN-BRN-001",5055796597413,,"Kaiku","Brown","Albasia wood","Living room","Vintage & Reclaimed",45,45,32,cm,1.55kg,"https://cdn.sanity.io/images/huh1e45n/production/44f46349afed35223eccc3de3b91247875e6f9dc-1600x1600.avif | https://cdn.sanity.io/images/huh1e45n/production/ffc14a270f3ba29826ff62034122be19e7452ccd-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/b6c536cfb78e64b8ea479f1abdfb93e1e2aa0808-1600x1600.avif"
16.54,,NO — margin overstated,9.86,36.5,"Premier Housewares","5535030",NOT PERMITTED — ask supplier,,8,"Allegra Brown Glass Toothbrush Holder 8x8cm","<p>Made of robust glass and stainless steel, the Allegra Brown Glass Toothbrush Holder features a contemporary design. Measuring 8 × 8 × 14 cm, it's durable for everyday use.</p><ul><li>Contemporary Design</li><li>Robust Glass</li><li>Stainless Steel Divider</li></ul><ul><li>Dimensions: 8 x 8 x 14 cm</li><li>Material: Glass</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,27.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-011",5018705950679,,"Kaiku","Brown","Glass","","Modern",8,8,14,cm,,"https://cdn.sanity.io/images/huh1e45n/production/119198eccc722c04f53efd611ee5e2e75a8e349e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/c9abfed5310f7a3c18709bc45d13e701e5f8bbbb-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/ffc1f7b40bca23b16926e0ed3805909604926da6-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/3513765cdfdc09a7b9e3de6419bfc629a7bc7b46-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/76f21fea3bf41e09cd83c5ea1276bc8398e91776-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/c9940f1b831bee42d9b2197f88f96eb24ea43652-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/db69ea76cb9a452ebe4a8e75204b054fc15f4fce-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/a28e3a0307f8b64cdedc8cd86d21a6f60b4a3c4c-1280x1280.jpg"
61.38,,NO — margin overstated,35.93,36.3,"Aosom","844-633V00BK",NOT PERMITTED — ask supplier,,4,"Banana Leaf Metal Privacy Screen with Stand, Black 122x45cm","<p>The Decorative Privacy Screen is a freestanding metal outdoor divider that stands at 198 cm tall, crafted from durable steel and designed in a willow branch style.</p><ul><li>Freestanding and decorative design</li><li>Constructed from durable steel</li><li>Cut-out willow branch motifs</li></ul><ul><li>Dimensions: 122 x 45 x 198 cm</li><li>Weight: 20.5kg</li><li>Material: Metal</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",privacy-screens,FILL,1000,99.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,4,"KK-SCRN-BANANA-001",,,"Kaiku","Black","Metal","","Modern",122,45,198,cm,20.5kg,"https://cdn.sanity.io/images/huh1e45n/production/0d4b6106b4dced4b86cec5c82a55242e9d3afb5f-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/50a23f349d2c58b31debc3a2ceda9fd27af4a9e4-800x800.jpg | https://cdn.sanity.io/images/huh1e45n/production/8c7ffffa8dc8b1982c34b9edee5dc1b7344cdcd0-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/6c812a32ea6c70ceacc1b0757e9f83db38f30ba3-2000x2000.jpg"
24.16,,NO — margin overstated,14.05,36.0,"Aosom","867-154V00BN",NOT PERMITTED — ask supplier,,4,"Rattan Solar Floor Lantern, Brown 20x20cm","<p>The Rattan Solar Floor Lamp is an outdoor lighting solution designed for your garden, courtyard, or patio. Constructed with a robust frame made of steel and PE rattan, it combines decorative appeal with practicality. Standing at 68 cm tall, this solar-powered lamp effortlessly blends into outdoor spaces, offering a yet functional light source. Measuring 20 cm x 20 cm in diameter, the lamp is designed for outdoor use and features an automatic on/off function at dusk and dawn, providing hassle-free operation. The warm white light, emitted by a single LED, creates an inviting atmosphere while requiring minimal maintenance and no direct electrical connection. With IP44 water resistance, you can place this lamp outdoors without concern for light rains or moisture. Its solar panel charges during the day, allowing the lamp to shine all night long.</p><ul><li>Dimensions: 20 x 20 x 68 cm</li><li>Weight: 0.021kg</li><li>Material: Rattan</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-lighting,FILL,1000,39.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-GARL-SOLAR-002",,,"Kaiku","Brown","Rattan","","Rustic",20,20,68,cm,0.021kg,"https://cdn.sanity.io/images/huh1e45n/production/c3d43efd6d66dd1fd4600e1ad7f792c2758d5f16-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/8dd66a29db48427c46a0d0667fd9032d2366dca1-800x800.jpg | https://cdn.sanity.io/images/huh1e45n/production/836c886669dc635b4635c67c37a2c5ab6742c9bb-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/e67d3b62f1de13b63921c1426d15362b1bd55adb-2000x2000.jpg"
12.99,,NO — margin overstated,7.50,35.7,"Premier Housewares","5506455",NOT PERMITTED — ask supplier,,6,"Ceramic Jada Small Abstract Planter 13x13cm","<p>The Jada Small Abstract Planter, made from ceramic and glaze, features a colourful abstract design that adds character to your home decor. Measuring 13 × 13 × 11 cm, it's perfect for small plants.</p><ul><li>Dimensions: 13 x 13 x 11 cm</li><li>Material: Ceramic</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,21.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-JADA-003",5018705979878,,"Kaiku","","Ceramic","","Abstract",13,13,11,cm,,"https://cdn.sanity.io/images/huh1e45n/production/d83882438655f249bc4e0182208ad77555efd448-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/11a773560e93ba47eaa13b101684c8857e7c522c-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/ce36cc6731ee35381ca7c87b001937615d699395-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/d331b81ebfd75de7fa976df80eb94b2810937628-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/e81caadbe4c5b94f3e8d714fd90637363f59978a-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/00fe9cfec330f52b7a42ff23793d028417a6fdd1-899x1199.jpg"
11.75,,NO — margin overstated,6.76,35.6,"Premier Housewares","1210018",NOT PERMITTED — ask supplier,,1,"Freska Ribbed Round Glass Jar with Acacia Wood Lid 550ml 9x9cm","<p>The Freska Ribbed Round Glass Jar with Acacia Wood Lid holds 550ml and is crafted from high borosilicate glass with an acacia wood lid.</p><ul><li>550ml capacity</li><li>Durable high borosilicate glass</li><li>Stylish acacia wood lid</li></ul><ul><li>Dimensions: 9 x 9 x 12.8 cm</li><li>Material: Acacia</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",kitchen-storage,FILL,1000,19.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-KITS-FRESKA-003",5063227019830,,"Kaiku","","Acacia","","Modern",9,9,12.8,cm,,"https://cdn.sanity.io/images/huh1e45n/production/e8db5f2e256760d23fb746b27cc387dbd4701c7f-439x659.jpg"
30.62,,NO — margin overstated,17.45,35.6,"Premier Housewares","5100308",NOT PERMITTED — ask supplier,,6,"Thread and Loom 6 Piece Warm Sand Towel Set","<p>The Thread and Loom 6 Piece Warm Sand Towel Set is beautifully crafted from cotton. This beige set includes bath, hand, and face towels, ensuring a complete luxury experience.</p><ul><li>100% Cotton</li><li>Classic Beige Colour</li><li>Soft and Absorbent</li><li>Set of 6 Towels</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,49.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-THREAD-002",5018705991825,,"Kaiku","","","","Modern",0,0,0,cm,,"https://cdn.sanity.io/images/huh1e45n/production/672d946e5076bf2981ae32c58b12174954490c49-1280x1280.webp | https://cdn.sanity.io/images/huh1e45n/production/bdabdffa5140d3576f2b1d9513078363f74f8c19-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/a550ca01bfa60c419a385f64ce3adcf3d7e25753-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/2028d3b7e5a884102716d36768b7ae63b9d93b3f-1122x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/b71e5dd58d0bedecfa958d401a128b6e6200d63c-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/018390e959bb5dae33139517a60feaf556046481-1280x1280.webp"
30.62,,NO — margin overstated,17.45,35.6,"Premier Housewares","5100310",NOT PERMITTED — ask supplier,,3,"Thread and Loom 6 Piece Poppy Seed Towel Set","<p>Crafted from cotton, the Thread and Loom 6 Piece Poppy Seed Towel Set combines a soft touch with effective absorbency for everyday use.</p><ul><li>6-piece towel set</li><li>100% cotton</li><li>Quick absorbency</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,49.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-THREAD-003",5018705991863,,"Kaiku","","","","Modern",0,0,0,cm,,"https://cdn.sanity.io/images/huh1e45n/production/0e7ac1c2eebe19bc7b9b1aa051ccc1573fdbbf7d-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/6e0083f16c2c9020bfebd033f9fc77ad9b2821cb-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/c5abfdcb112689796dc24722491a6c20391981dc-1280x1280.jpg"
16.91,,NO — margin overstated,9.48,35.1,"Premier Housewares","5535004",NOT PERMITTED — ask supplier,,3,"Allegra Champagne Finish Tumbler 8x8cm","<p>A bathroom tumbler in aluminium with a champagne finish, 8 x 8 x 11cm. Handmade, so each one varies slightly. Wipe clean with a soft cloth and avoid abrasive cleaners.</p><ul><li>Elegant champagne finish</li><li>Durable aluminium construction</li><li>Compact size for convenience</li></ul><ul><li>Dimensions: 8 x 8 x 11 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,27.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-004",5018705950396,,"Kaiku","","","","Modern",8,8,11,cm,,"https://cdn.sanity.io/images/huh1e45n/production/deba66ff07fa9acd0a5656c57d77a2ed73fb1ee1-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/9b5f821a7e7602b0ea8abbd45ea9d591f465da30-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/83ab667f308182e350b6e93332a5e6d3a23248fa-1280x1280.jpg"
41.09,,NO — margin overstated,22.73,35.0,"Aosom","B31-633V00GD",NOT PERMITTED — ask supplier,,4,"Pendant Light with Three Colour Temperatures, Gold 120x20cm","<p>Measuring 120 cm in length, it harmonises beautifully in various spaces, providing adjustable height options to suit your ceiling. Crafted from durable steel and plastic, this light combines functionality with style. The adjustable cable allows you to customise the hanging height between 50 cm and 100 cm, making it suitable for dining rooms, kitchens, and more. Enjoy bright illumination with a luminous flux of 3500 lumens and three colour temperature settings, perfect for creating the right atmosphere for any occasion.</p><ul><li>Dimensions: 120 x 20 x 155 cm</li><li>Weight: 1.4kg</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,65.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,3,"KK-LT-PENDANT-001",,,"Kaiku","Gold","","","Modern",120,20,155,cm,1.4kg,"https://cdn.sanity.io/images/huh1e45n/production/e51def99f67c3267da7526be540cc01c2b248dcb-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/a562de1a70edadb139cad5201c68f372d745860e-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/ecee4097b8d1ff6649ab62dc43270dc62ff5c700-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/50e467d2e234bde7ae0a35be452ce0d90f251a8e-2000x2000.jpg"
40.84,,NO — margin overstated,22.00,34.4,"Premier Housewares","1101380",NOT PERMITTED — ask supplier,1,6,"Glass Mize Black Plastic Frame Over Door Mirror 34x3cm","<p>A full-length over-door mirror in real glass with a black frame, 124cm tall x 34cm wide and 3cm deep, weighing 15kg. Hangs over a standard interior door, so in most rooms it needs no drilling.</p><ul><li>Dimensions: 34 x 3 x 124 cm</li><li>Material: Glass, Plastic</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",mirrors,FILL,1000,64.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-MIR-MIZE-BLK-001",5018705719726,,"Kaiku","Black","Glass","","Modern",34,3,124,cm,,"https://cdn.sanity.io/images/huh1e45n/production/0f881754aa4637db28ce689e02e2dfd17ed4ed62-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/871faea811cfe9b4e5c9cecfc62d2387e480737c-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/6f5e872dbfeec35664f73cfd79f24d384aad8145-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/72bbac0aa34914d7c420701ec47879d2a1607e94-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/48aa80b1c50f6a5f6bd3ec36a5200f417a495948-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/b04169129af031198e5c547cf2410fe18b7c2aba-1200x1200.jpg"
49.90,,NO — margin overstated,26.73,34.3,"Premier Housewares","2405953",NOT PERMITTED — ask supplier,49,8,"Maka Natural Croco Rattan Stool 36x36cm","<p>A stool in rattan, 36 x 36 x 45cm. 2.7kg shipped.</p><ul><li>Natural rattan material</li><li>Boho inspired design</li><li>Fully assembled upon arrival</li><li>Compact size for easy placement</li><li>Suitable for outdoor use</li></ul><ul><li>Dimensions: 36 x 36 x 45 cm</li><li>Material: Rattan</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-furniture,FILL,1000,78.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-GARF-MAKA-002",5018705474199,,"Kaiku","Natural","Rattan","","Bohemian",36,36,45,cm,,"https://cdn.sanity.io/images/huh1e45n/production/5ae31a0ed3d36b610b800d8ef54413f3aff7c759-1280x1280.webp | https://cdn.sanity.io/images/huh1e45n/production/76873ef26e11999e998c55dfff5a7262a4661870-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/77de070020abc66b162c0d8d60ed18e9ff2853cb-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/b3159275a78242068f560a835e9f7b51ffc0399f-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/8d74d845530bfa9893764303ab454c3bc2ffcf63-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/fd0cc5ff4b0b237e55b7c18b34c7250d1eb05185-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/b3af8664136c3d8ab40bed7fc2939f9a02cdee13-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/76d0daae906b9575ccced042e698ad91b7f5cb58-1280x1280.jpg"
19.73,,NO — margin overstated,10.61,34.2,"Premier Housewares","5535005",NOT PERMITTED — ask supplier,,5,"Allegra Champagne Finish Bathroom Jar 9x9cm","<p>Crafted from 100% aluminium, the Allegra Champagne Finish Bathroom Jar combines style and function, measuring 9 × 9 × 14 cm.</p><ul><li>Stylish decorative jar</li><li>Crafted from durable aluminium</li><li>Versatile bathroom storage solution</li></ul><ul><li>Dimensions: 9 x 9 x 14 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,31.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-005",5018705950402,,"Kaiku","","","","Modern",9,9,14,cm,,"https://cdn.sanity.io/images/huh1e45n/production/7d7ff86801ffec1cb40a64988d1e31afd4001912-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/63011918080444c0c7a4cf0387468b8746b73835-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/a1fcf5d99b9bea6772e0f011ce488d300195aae5-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/d717ac95665b9fe2f316ea37d95d2cd90bfe1109-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/eebafef82157c7caf88776a0feaef4eeb39434f8-1280x1280.jpg"
31.34,,NO — margin overstated,16.73,34.1,"Premier Housewares","2200473",NOT PERMITTED — ask supplier,,2,"MDF Destini Classical Black Wall Clock 60x5cm","<p>Made primarily from MDF, it requires 1 x AA battery for operation (not included).</p><ul><li>Dimensions: 60 x 5 x 60 cm</li><li>Material: MDF</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",wall-clocks,FILL,1000,49.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-CLK-DESTINI-BLK-001",5018705690179,,"Kaiku","Black","MDF","","Classic",60,5,60,cm,,"https://cdn.sanity.io/images/huh1e45n/production/00562769a0c002ab2b6e02108e70c7c671e1f187-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/ad482f4fc0c5a34b472f5b3bb7eef1ac7ea12038-1280x1280.jpg"
14.71,,NO — margin overstated,7.74,33.7,"Premier Housewares","5506194",NOT PERMITTED — ask supplier,,6,"Stoneware Yana Small Cream Textured Ceramic Planter 15x15cm","<p>The Yana Small Cream Textured Ceramic Planter is crafted from robust stoneware, lending an artisanal touch to your decor. With dimensions of 15 × 15 × 14 cm, it is perfect for indoor and outdoor plants alike.</p><ul><li>Dimensions: 15 x 15 x 14 cm</li><li>Material: Stoneware</li><li>Colour: Cream</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,23.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-YANA-CRM-001",5018705953458,,"Kaiku","Cream","Stoneware","","Modern",15,15,14,cm,,"https://cdn.sanity.io/images/huh1e45n/production/7685fad89df82c0bf8e01caf4d1f47d8b39a6abb-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/19052dd2fc8f2ac0eb406ce40f9352403e1d0005-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/91a5d34e60c296c78c10aa37ea21655a3e5aa45f-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/9ead48b8407ae43d4c2badce71bba1aaca57f882-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/d55c19defa7c4d382765beea261a7d2e77811533-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/1cdeaa4d4b07a05708aa226eda64c67960b6a0f8-899x1199.jpg"
12.12,,NO — margin overstated,6.40,33.7,"Premier Housewares","1210017",NOT PERMITTED — ask supplier,,1,"Freska Ribbed Round Glass Jar with Acacia Wood Lid 800ml 9x9cm","<p>The Freska Ribbed Round Glass Jar combines a high borosilicate glass body with an acacia wood lid, offering an 800ml capacity to keep your contents fresh.</p><ul><li>Ribbed glass design</li><li>Acacia wood lid</li><li>Capacity of 800ml</li></ul><ul><li>Dimensions: 9 x 9 x 17.4 cm</li><li>Material: Acacia</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",kitchen-storage,FILL,1000,19.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-KITS-FRESKA-002",5063227019823,,"Kaiku","","Acacia","","Scandinavian",9,9,17.4,cm,,"https://cdn.sanity.io/images/huh1e45n/production/affcc4df1532f6c2523dead88a377f114719c327-439x659.jpg"
18.00,,NO — margin overstated,9.38,33.5,"Premier Housewares","5535003",NOT PERMITTED — ask supplier,,5,"Allegra Champagne Finish Toothbrush Holder 7x7cm","<p>The Allegra Champagne Finish Toothbrush Holder is made from 100% aluminium, featuring a champagne finish. Measuring 7 × 7 × 12 cm, it’s perfect for adding a luxe touch to your bathroom décor.</p><ul><li>Luxe champagne finish</li><li>Durable aluminium material</li><li>Dishwasher safe for easy cleaning</li></ul><ul><li>Dimensions: 7 x 7 x 12 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,28.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-003",5018705950389,,"Kaiku","","","","Modern",7,7,12,cm,,"https://cdn.sanity.io/images/huh1e45n/production/2460804586bee26e085bec1abfaf36537e1f7556-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/28d4647e2c8f494a24b5551b9cd01cdb74188ee4-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/3b2495b2f804f6e4f64e54ca089c9e78d74e5932-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/72a77874098f0851365bef32fd5e79841500b1f0-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/e445f692107ec57482405c16a14d8072e3e492e9-1280x1280.jpg"
61.64,,NO — margin overstated,31.73,33.4,"Aosom","84H-084V00CG",NOT PERMITTED — ask supplier,140,4,"Garden Planter Box with Back Trellis, Grey 72x38cm","<p>This Grey Garden Planter Box with Back Trellis is crafted from sturdy wood-plastic composite, featuring a slatted design perfect for climbing plants. Ideal for outdoor use, this planter adds both functionality and style to your garden.</p><ul><li>Dimensions: 72 x 38 x 150 cm</li><li>Weight: 75kg</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,95.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,3,"KK-PLNT-BOX-001",,,"Kaiku","Grey","","","Modern",72,38,150,cm,75kg,"https://cdn.sanity.io/images/huh1e45n/production/ac858537e79ba44813acf94c310bdf4dac384d6f-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/5e6c956b4011c1fb3f8e75d4ddda39d0373ec59d-800x800.jpg | https://cdn.sanity.io/images/huh1e45n/production/efed755d3a33e77da187688ad8fdde37c5b233e0-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/d1f7d983d79d69376130baa6a1e6e06b3b73fe56-2000x2000.jpg"
18.72,,NO — margin overstated,9.65,33.3,"Premier Housewares","1600571",NOT PERMITTED — ask supplier,,6,"Glass Cassini Chrome Large Swivel Mirror 17x10cm","<p>A mirror in iron, glass, polypropylene and EVA, 17 x 10 x 22.5cm and 5.2kg.</p><ul><li>Dimensions: 17 x 10 x 22.5 cm</li><li>Material: Glass</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",mirrors,FILL,1000,29.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-MIR-CASSINI-003",5018705728773,,"Kaiku","","Glass","","Modern",17,10,22.5,cm,,"https://cdn.sanity.io/images/huh1e45n/production/c0b5914028c79f5e4b2aabcf2ec8fe38189809e2-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/fb541b3ea524d7666066d8a3b9edc898b7245576-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/8af8296c2089eb3990925137335ddf7764cfe3bd-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/1abec53ef40bc68b209a31df21dcb6d01199206e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/ae57e6dfd5fa1a81f5fd485b4f731a6388817a55-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/65444d19895e62c32a242977e018b7600d5c3405-1280x1280.jpg"
43.57,,NO — margin overstated,22.23,33.2,"Premier Housewares","5509210",NOT PERMITTED — ask supplier,,1,"Quackpot Duck Feet Large Plant Stand 25x25cm","<p>The Quackpot Duck Feet Large Plant Stand features a unique sculptural design in aluminium. Its contemporary silver finish enhances its decorative look, combining function with fun.</p><ul><li>Dimensions: 25 x 25 x 25 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,67.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-QUACKPOT-002",5018705962122,,"Kaiku","","","","Contemporary",25,25,25,cm,,"https://cdn.sanity.io/images/huh1e45n/production/f8229e6cea13f022933c18203d41352ccaa7fa1b-1280x1280.jpg"
25.33,5.99,yes,15.51,32.5,"AW Dropship","CSalt-01",NOT PERMITTED — ask supplier,26,4,"Natural Himalayan Salt BBQ Cooking Plate | 30 x 20 x 5cm 30x20cm","<p>A solid Himalayan rock salt BBQ cooking plate, 30 x 20 x 5cm and 8kg.</p><ul><li>Cut from genuine Himalayan rock salt, so no two plates match</li><li>Seasons food gently as it cooks</li><li>Use on charcoal BBQs, gas BBQs or in a conventional oven</li><li>Chill it to serve cheeses, sushi, fruit and desserts</li><li>30 × 20 × 5cm — room for steaks, seafood or vegetables</li><li>Wipe clean with a damp cloth; no detergents</li></ul><ul><li>Dimensions: 30 x 20 x 5 cm</li><li>Weight: 8kg</li><li>Material: Himalayan salt</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",wellness-accessories,FILL,1000,47.75,5,FixedPrice,GTC,Bourne End,SL8 5NF,4,"KK-WA-AW-001",5056422953443,,"Kaiku","Natural","Himalayan salt","Sauna","",30,20,5,cm,8kg,"https://cdn.sanity.io/images/huh1e45n/production/4521710457d57c0ee9eaba80e90151bc71aa3441-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/c73f71754cddb67c9f755c447235312cae947a6d-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/188e67b80614dd33b290882361e79e5955329df3-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/b905ee5885de675f4a5128ce1736025fb6b061cf-2000x2000.jpg"
20.32,,NO — margin overstated,10.02,32.3,"Premier Housewares","5535001",NOT PERMITTED — ask supplier,,4,"Allegra 200ml Champagne Finish Soap Dispenser 7x7cm","<p>A soap dispenser in aluminium and plastic, 7 x 7 x 20cm.</p><ul><li>Champagne finish adds elegance</li><li>Handcrafted for a unique touch</li><li>Removable pump head for convenience</li></ul><ul><li>Dimensions: 7 x 7 x 20 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,31.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-001",5018705950365,,"Kaiku","","","","Modern",7,7,20,cm,,"https://cdn.sanity.io/images/huh1e45n/production/10b524cac928ce6731713dad692c563d97115234-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/99381983f47557e8efb5c0c51c53814cfb228e96-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/eae4cfd371d88fed641ac4be0daf6332e7b290e8-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/7fe0eaf24bf4f60e95bbd14a1367f51f7c5bb0de-1280x1280.jpg"
