*Action(SiteID=UK|Country=GB|Currency=GBP|Version=1193),*Category,*Title,*Description,*ConditionID,PicURL,*Quantity,*Format,*StartPrice,*Duration,*Location,PostalCode,CustomLabel,Product:EAN,C:Brand,C:Colour,C:Material,C:Type,ShippingProfileName,ReturnProfileName,PaymentProfileName
Add,FILL-coffee-tables,"Pershore Rectangular Aged Oak Coffee Table","<p>A rectangular coffee table in aged oak with a raised edge, set on blackened crossed metal legs. 110 x 80 x 40cm and 21kg.</p><ul><li>Dimensions: 110 x 80 x 40 cm</li><li>Material: Oak, Linen, Bouclé</li><li>Colour: Oak, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/1e51fab8f8f5efd807cfd28facf2f63031a3a8e1-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/a7ebc9239178012797b515bcdb0739ca8d770942-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/8542a07136f212e4c060a9d7cb57ef25c395ce69-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/e1fbc5b2408e0af01050d268d32aeeebe18d6af6-1448x1086.png|https://cdn.sanity.io/images/huh1e45n/production/6ab1b19851f6d791de41164e5eebb9375ed000e9-1200x1200.jpg",1,FixedPrice,377.00,GTC,Bourne End,SL8 5NF,"KK-CT-PER-OAK-001",,"Kaiku","Oak","Oak","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Witley Coffee Table","<p>A coffee table in grey aged oak with natural rattan detailing and a tempered glass top, with an open shelf underneath. 115 x 58 x 40cm and 17kg.</p><ul><li>Dimensions: 115 x 58 x 40 cm</li><li>Material: Oak, Glass, Rattan</li><li>Colour: Grey, Oak, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/0ae6ea9dbc68cefeeb71475a9218c207aa889522-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/4a9f4cfd4d597125f6f39965c6cacef85ec08b28-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/c199326bb7e53fc102d055e6f5cb78504b044d94-1448x1086.png|https://cdn.sanity.io/images/huh1e45n/production/96b5d5aa900871264002a21193d055ecdd5ed672-1200x1200.jpg",1,FixedPrice,669.00,GTC,Bourne End,SL8 5NF,"KK-CT-WIT-OAK-001",,"Kaiku","Grey","Oak","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-lighting,"7.2m Plug In LED Warm White Cluster Micro Lights","<p>Create a warm, inviting atmosphere with the 7.2m Plug In LED Warm White Cluster Micro Lights. Featuring 400 individual warm white micro LEDs arranged on delicate silver wire, these versatile decorative lights are designed to add subtle ambience and depth to interiors. Perfect for styling shelves, fireplaces, mirrors, furniture displays and decorative arrangements, the flexible cluster design allows you to create lighting effects throughout the home. Unlike traditional seasonal lighting, these micro lights can be styled throughout the year to enhance everyday interiors with a soft, atmospheric glow.</p><ul><li>Dimensions: 6 x 6 x 720 cm</li><li>Material: Metal</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/491f6b98fac536202efc260887005bcaad954a5e-1500x1500.jpg|https://cdn.sanity.io/images/huh1e45n/production/9cbff17213aaf2be15b80806b830ed902cfb3b89-1500x1500.jpg",1,FixedPrice,32.00,GTC,Bourne End,SL8 5NF,"KK-LT-PLUG-WHT-001",5050140367483,"Kaiku","White","Metal","Lighting",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-console-tables,"Abberley One Drawer Black Console Table","<p>A black console table with one drawer, made from solid oak and oak veneer. 120cm wide but only 30cm deep, 85cm high and 15kg.</p><ul><li>Dimensions: 120 x 30 x 85 cm</li><li>Material: Oak, Painted wood</li><li>Colour: Black, Oak, White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/1d8f7b121b228454ab11e6885ac25d17ede74a8e-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/7010e77a448bc69e97bd2200c699a3ac650efeab-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/d196675a9e3f905d162adde74c93856743f9a753-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/e22121b8cc12efe1934fcd0481ba1b436837309f-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/5ad843f8239ac97538bdf960ea005e86d1634ca2-2000x2000.jpg",1,FixedPrice,620.00,GTC,Bourne End,SL8 5NF,"KK-CONT-ABBERLEY-BLK-001",,"Kaiku","Black","Oak","Console Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-bedside-tables,"Abberley White Bedside Table","<p>A white bedside table with two drawers, made from solid oak and oak veneer with the grain still visible through the paint. 45 x 40 x 60cm and 16kg.</p><ul><li>Dimensions: 45 x 40 x 60 cm</li><li>Material: Oak, Painted wood, Metal</li><li>Colour: White, Brown, Oak, Natural, Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/910c0b422d009336002d5a28da2bfe76f00e3410-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/910c0b422d009336002d5a28da2bfe76f00e3410-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/132a56c86c447f986621d3961d0edf15a7767878-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/4b3d8024691240d2f2988cae51fd877d556de67e-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/8af29e3cd35b49f642fa19524155d2f752f3d043-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/95a4d13f954dd19391a769528da6475154d2ae21-2000x2000.jpg",1,FixedPrice,406.00,GTC,Bourne End,SL8 5NF,"KK-BT-ABB-WHT-002",,"Kaiku","White","Oak","Bedside Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-living-room-storage,"Abberley Black Oak Sideboard","<p>A black-stained oak sideboard with four ribbed doors and removable internal shelves, made from solid oak and oak veneer. 160 x 45 x 80cm and 58kg.</p><ul><li>Dimensions: 160 x 45 x 80 cm</li><li>Material: Oak, Painted wood, Walnut, Marble, Linen</li><li>Colour: Black, Oak, Natural, Walnut</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/ecefb8da7e758357cfb12cee416f8c949c7cd922-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/3b24759f1e2a6f5afaa5f0ce102004d1e9255c54-2000x1333.jpg|https://cdn.sanity.io/images/huh1e45n/production/54e0f38851e2f6736b290da629d8b089a2d482ec-2000x1333.jpg|https://cdn.sanity.io/images/huh1e45n/production/540ad4188c611ced4117ede6b1286339c3459ea6-2000x1333.jpg|https://cdn.sanity.io/images/huh1e45n/production/05b3e2e7393c9d3fc07fb0dd6e129f97e118ac9f-2000x1333.jpg",1,FixedPrice,1186.00,GTC,Bourne End,SL8 5NF,"KK-SB-ABB-BLK-001",,"Kaiku","Black","Oak","Living Room Storage",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-living-room-storage,"Abberley White Chest of Drawers","<p>A white chest of three drawers in solid oak and oak veneer, with curved fronts and gold-coloured handles. 90 x 45 x 85cm and 44kg, delivered assembled.</p><ul><li>Dimensions: 90 x 45 x 85 cm</li><li>Material: Oak, Painted wood, Metal</li><li>Colour: White, Black, Brown, Oak, Gold, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/693cae3b2f88e514e6e83676647b931f95079ce5-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/a18bd326bfa8129ab2de385cac5d6a1d45e0bc20-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/24a850a30a8265be43dc74fcfedbf88af9fde6ce-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/2704d38acf5ec14ed275c917729a6f54f15454ba-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/1e14744b2cd45886e29da54ae0b6c9cd1f0c79a7-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/a04b9c9f6ac09ff95cb0119a32fcecfdbfd89ec4-2000x2000.jpg",1,FixedPrice,788.00,GTC,Bourne End,SL8 5NF,"KK-COD-ABB-WHT-001",,"Kaiku","White","Oak","Living Room Storage",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-desks,"Abberley White Desk","<p>A white-stained solid oak desk with two drawers, 120 x 50 x 76cm and 15kg. The legs are supplied separately and attach on arrival.</p><ul><li>Dimensions: 120 x 50 x 76 cm</li><li>Material: Oak, Painted wood, Metal</li><li>Colour: White, Oak, Natural, Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/9769afeaf8ee396ab22488fde13e2d22ac82da37-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/9769afeaf8ee396ab22488fde13e2d22ac82da37-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/3152b0df41d8c7032dac40aa7e790a4d6287fca7-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/c92a64472889990081a3a690951578009038120a-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/3666702cb687a2665d02b9962d31d1db867d3e2a-2000x2000.jpg",1,FixedPrice,773.00,GTC,Bourne End,SL8 5NF,"KK-DSK-ABB-WHT-001",,"Kaiku","White","Oak","Desks",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-side-tables,"Abberley White End Table","<p>A white painted end table in solid oak and oak veneer, with two open shelves. 40 x 40 x 60cm and 13kg.</p><ul><li>Dimensions: 40 x 40 x 60 cm</li><li>Material: Oak, Painted wood, Linen</li><li>Colour: White, Oak, Black, Brown, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/3c0ae8102dfd8115988498193f31b4b03533736f-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/a7be29ecd5ecb21c89124f099c5f9384ea3bf2fc-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/c5c289d92e365c5a0e968ff895fe33ef101f6cb9-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/b4c08a118a54a8dbaeb028f4603ee4ac88908f9e-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/9bad9aea0460046ba66e872c9b78f3af0b98debc-1200x1200.jpg",1,FixedPrice,338.00,GTC,Bourne End,SL8 5NF,"KK-ET-ABB-WHT-001",,"Kaiku","White","Oak","Side Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-kitchen-furniture,"Adjustable Tractor Seat","<p>A height-adjustable tractor-style stool in gloss black metal, with a dished pressed-and-pierced pan seat, twisted-bar footrest and four scrolled cast spokes. 37 x 37 x 86cm, 15.6kg.</p><ul><li>Dimensions: 37 x 37 x 86 cm</li><li>Material: Metal</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/fdc62a631177034f112ee9d83cadca6088612291-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/1c2fa6a50c182ac6e486794801ce01325ad13fc7-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/5c276e318888619acd0881d315781054517cf332-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/41c7f94404a42e86fccc4c6d0f4e133563f49e50-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/f020ea87b39c723697b62fd60158079e98c7d771-1600x1600.jpg",5,FixedPrice,149.00,GTC,Bourne End,SL8 5NF,"KK-KITF-ADJUSTABLE-BLK-001",5050140992593,"Kaiku","Black","Metal","Kitchen Furniture",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-living-room-storage,"Alton White Chest of Drawers","<p>A white chest of three drawers in birch and MDF, with tapered legs and brass-style handles. 90 x 45 x 75cm and 22kg, delivered fully assembled.</p><ul><li>Dimensions: 90 x 45 x 75 cm</li><li>Material: Birch, MDF, Painted wood</li><li>Colour: White, Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/4d07fe5a8a84612b3f2ff3230022b854b130863c-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/32e056e6d32f636217e86478c50209b5a0313d0b-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/e36b67eeac993f31e8c12d76864e5aa13e0274c4-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/0589b9258ae77474071f5bb95abacad4eefe3758-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/0e437de6aa86084e9ec7f2a69887ff06a5bf74f2-1200x1200.jpg",1,FixedPrice,559.00,GTC,Bourne End,SL8 5NF,"KK-COD-ALT-WHT-001",,"Kaiku","White","Birch","Living Room Storage",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-console-tables,"Alton White Console Table","<p>A white console table with three drawers, made from birch and MDF with tapered legs and brass-style handles. 100 x 45 x 76cm and 20kg.</p><ul><li>Dimensions: 100 x 45 x 76 cm</li><li>Material: Birch, MDF, Painted wood, Linen</li><li>Colour: White, Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/7b8ecf8bc5a777c2e99e5cf4c2d928ad7532c980-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/aa0bbd0ca29231a6a773eba80bca503edefeb500-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/e861e8329f813669150e5d2a0068b55cc0629212-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/6f435bdf5e0517225507a9afb1f10af9b9a22cd1-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/f422b22936c2bd88edba6e19414201f3eee040ad-1200x1200.jpg",1,FixedPrice,429.00,GTC,Bourne End,SL8 5NF,"KK-CON-ALT-WHT-001",,"Kaiku","White","Birch","Console Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-garden-furniture,"Amalfi Collection Outdoor Bistro Table With Wood Top","<p>An outdoor bistro table with a wood top, 70 x 70cm and 72cm tall, weighing 8kg. A square two-seater footprint, light enough for one person to carry out and put away.</p><ul><li>Dimensions: 70 x 70 x 72 cm</li><li>Material: Metal, Wood</li><li>Colour: Neutral</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/cfe25c2e9e90c18b4457387c5734c527f8d3436f-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/ac79d9e61fad4dcf1f54331eca07942625d10758-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/05471356c2f3fd9bfd8841f9c253ee15edb6ba62-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/5061c6caf3150a432d32fd27fd1c329389eb1b6f-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/266f2e54ee7487a4f408c63e15ed39b538714e8a-1600x1600.jpg",1,FixedPrice,313.00,GTC,Bourne End,SL8 5NF,"KK-GARF-AMALFI-NTL-002",5050140390580,"Kaiku","Neutral","Metal","Garden Furniture",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-lighting,"Antique Gold Hare Table Lamp With Green Velvet Shade","<p>A table lamp with a handcrafted resin hare-shaped base in an antique gold finish, paired with a deep green velvet shade and gold interior, measuring 25 × 25 × 50cm and weighing 1.1kg.</p><ul><li>Dimensions: 25 x 25 x 50 cm</li><li>Material: Resin</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/a6e68593cd69a1555b0f7383d201dc3c4501aaef-1500x1500.jpg|https://cdn.sanity.io/images/huh1e45n/production/03b5b8c4243c0f34a8da9be391de96ae6b7bd0cf-1500x1500.jpg|https://cdn.sanity.io/images/huh1e45n/production/b05df5137deb1fe987f6597e7b3babf66b9af9d8-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/9eee814e159f38411a746875eb13b9e543222264-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/cf7474584d33698ca883ed5dc44a2ca838ef11f5-1800x1800.jpg",5,FixedPrice,92.00,GTC,Bourne End,SL8 5NF,"KK-LT-ANTIQUE-GLD-001",5050140069684,"Kaiku","Gold","Resin","Lighting",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-lighting,"Antique Gold Marching Hares Lamp With Green Velvet Shade","<p>A table lamp with a sculpted marching-hares base in resin with an antique gold finish, under a green velvet shade. 28 x 28 x 48cm, 1.1kg. Takes an E27 bulb, not included. Indoor use only.</p><ul><li>Dimensions: 28 x 28 x 48 cm</li><li>Material: Resin</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/75c4513fd5f7d8e76bdb2b43498271b678e3b93f-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/02791e25adca671ebf3213edd514c95949fd0bbf-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/3e2362f445a1174f7e0fb2e1d69dc725b5fc10ca-1600x1600.jpg",5,FixedPrice,74.00,GTC,Bourne End,SL8 5NF,"KK-LT-ANTIQUE-GLD-002",5050140069585,"Kaiku","Gold","Resin","Lighting",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-sofas,"Avia Mist Armchair","<p>A fabric armchair in a muted mist tone with a clean silhouette. 97 x 86 x 72cm, 17.5kg. Arrives assembled. Indoor use only.</p><ul><li>Dimensions: 97 x 86 x 72 cm</li><li>Material: Fabric, Wood</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/61cccf46ec81efd4be7855fa9f00ea61c61dfce9-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/dcb73439179f4c9d7a51c81a9d4337794c4c5ff1-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/1e5ead9231192360d7c1a726b3d740be10e78a25-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/9b5bf602a8638e0d4b9fc008b2af41c85dec049a-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/372938b69b78e2cd9e9e3eb785dcef0621e1665d-1600x1600.jpg",5,FixedPrice,424.00,GTC,Bourne End,SL8 5NF,"KK-SOFA-AVIA-GRY-001",5050140448984,"Kaiku","Grey","Fabric","Sofas",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-garden-furniture,"Axis Putty Grey Carver Dining Chair","<p>A carver dining chair in putty grey, moulded from weather-resistant plastic with integrated armrests. 54 x 51 x 79cm and 4.2kg, and it can be used indoors or out.</p><ul><li>Dimensions: 54 x 51 x 79 cm</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/55aef3be3787f298a0f519f8c200cea3207800d3-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/ebf3f09c3359cf33e57a3b36fb99da1743a8e72f-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/da914d1ef80262c0574cd5a2f02e9e583fbeeffc-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/f02f4d38e353c0c29a471c815bedeca44913752f-1600x1600.jpg",1,FixedPrice,67.00,GTC,Bourne End,SL8 5NF,"KK-DC-AXIS-PGY-001",,"Kaiku","Grey","","Garden Furniture",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-shelving,"Axis Shelf Unit With Glass Shelves","<p>A shelving unit with a slim black metal frame and clear glass shelves, 80 x 12 x 110cm and 7.2kg. Assembly required.</p><ul><li>Dimensions: 12 x 80 x 110 cm</li><li>Material: Glass, Metal</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/9fcf39f1a6da65bbbbcd4bfc487a0314a38f3cc6-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/fac8da7e1e173af61acaa2ff22cdf1d05fd5aa46-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/b53da90356a434e35d20fd56bcb9e29afa9808d6-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/3216e500bba642f33834efd3608e846c26c2a606-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/77d4375a415f790b8a1502942b31d5ee26b2b967-1600x1600.jpg",1,FixedPrice,145.00,GTC,Bourne End,SL8 5NF,"KK-SHLV-AXIS-BLK-001",5050140439982,"Kaiku","Black","Glass","Shelving",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-lighting,"Bamboo Gesso Table Lamp","<p>A table lamp with a white gesso base sculpted into a bamboo form, paired with a fabric shade. 33 x 33 x 63cm and 10kg.</p><ul><li>Dimensions: 33 x 33 x 63 cm</li><li>Material: Gesso, Fabric</li><li>Colour: White, Neutral</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/8234dc32bf34f6fee3c83176ae91f0db81cdda98-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/224c8d42fb28747c712223d897a1f59eb110ba82-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/67e5954d91fe7160a0bf4f657ded4530b351ec9d-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/8b81a3809729f8a9b57f485bb2fcd88f79263840-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/4869a07db2129bd65cf22a9739b80b02458ff9ca-2000x1545.jpg|https://cdn.sanity.io/images/huh1e45n/production/19e75f748bbb0ea999c9782a89ea4714213a90a1-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/609a3288101b687ccf24ca711d76609960a36b79-1500x2000.jpg",1,FixedPrice,224.00,GTC,Bourne End,SL8 5NF,"KK-LMP-BAM-GES-001",,"Kaiku","White","Gesso","Lighting",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-console-tables,"Bentley Grey Aged Oak Console Table","<p>A grey aged oak console table with a crossed-leg base and a removable tray on top. 150 x 40 x 80cm and 22kg.</p><ul><li>Dimensions: 150 x 40 x 80 cm</li><li>Material: Oak, Linen</li><li>Colour: Grey, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/be4ad9ccebbe4c328f9626f6555bc701b0f461b8-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/a5f0e56ba74c5c606d0b2cdf80da3490eac7b55b-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/fc79140ad7b0cf232e16caa33435028bf7b4138c-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/ed06f8819eff4436576d98636b3af54a955c1a6c-2000x2000.jpg",1,FixedPrice,727.00,GTC,Bourne End,SL8 5NF,"KK-CON-BEN-GAO-001",,"Kaiku","Grey","Oak","Console Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-bedside-tables,"Berkeley Black 1 Drawer Bedside Table","<p>A high-gloss black bedside table with one drawer, on tapered gold metal legs. MDF construction, 45 x 45 x 60cm and 26kg.</p><ul><li>Dimensions: 45 x 45 x 60 cm</li><li>Material: High gloss, MDF, Metal, Glass, Velvet</li><li>Colour: Black, Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/1cb918eb0c133588ad726d56fc6b8df1173cc832-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/9330951493f7111f6c77809152acc42bc1a7cc41-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/3e4d719a51c897895a65470b7a117f43454d3642-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/eac239f729ca3d0ecc6b8c0489a3cc9d72934f93-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/3c273c9bf735bbde69cbc873c66cac69305caf1c-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/babcdc9e689782a965c004c9602ad1eec4ec1740-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/01322e806e8c7c24d68cbd200ca14a82b5b73aeb-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/d8b5c4cc78379e24e9c3a42620dbfd0577a571a2-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/8bc7227c10c840a0556abbd309ae96d14b60d5ae-1000x1000.jpg",1,FixedPrice,364.00,GTC,Bourne End,SL8 5NF,"KK-BT-BER-BLK-001",,"Kaiku","Black","High gloss","Bedside Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-console-tables,"Berkeley White Console Table","<p>A white console table in a 50% gloss lacquer, with one drawer, a gold bar handle and tapered gold metal legs. 120 x 35 x 80cm and 38kg.</p><ul><li>Dimensions: 120 x 35 x 80 cm</li><li>Material: High gloss, Metal, Bouclé, Linen</li><li>Colour: White, Black, Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/d5e2b2097104d2f24bfe8866e9cbf1fb54737d15-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/0b1e2bd7117e9a26a2f7acbea08c0a26e452cd5f-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/832bfbd415c356d75ee08fd10e6d51ec14a5f661-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/e39832b53a2eae0e538fc43f3d8c0beee9b0edf2-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/2b940e689ca0690ab2e81cc6e9701c993e21faa4-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/44fe7730a5b4f08700548535585b324b8188b7dd-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/dfc6be4407ef6616c1caecf3522668ea9f070796-2000x2000.jpg|https://cdn.sanity.io/images/huh1e45n/production/b4d0d35b6a54ed54ab5a8d90b0b01d28ca3a91e1-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/68797556db43792b4a8bc44c1f054f2ee40acbd3-2000x2000.jpg",1,FixedPrice,651.00,GTC,Bourne End,SL8 5NF,"KK-CON-BER-WHT-001",,"Kaiku","White","High gloss","Console Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
